id,carat,cut,color,clarity,depth,table,price,x,y,z
19538,0.39,Ideal,G,VVS1,62.0,56.0,978,4.66,4.7,2.9
19539,0.35,Ideal,D,VS1,60.8,57.0,890,4.57,4.61,2.79
19540,0.42,Premium,G,IF,60.2,59.0,1400,4.8,4.87,2.91
19541,0.33,Premium,F,VS2,62.1,59.0,854,4.44,4.39,2.74
19542,1.12,Ideal,G,VS1,61.5,56.0,8202,6.7,6.73,4.13
19543,1.64,Very Good,J,SI2,62.5,58.0,7409,7.48,7.56,4.7
19544,1.76,Ideal,G,VS1,62.8,55.0,18178,7.74,7.7,4.85
19545,1.06,Ideal,G,VVS2,61.0,57.0,8044,6.57,6.55,4.0
19546,1.01,Good,H,SI2,63.7,55.0,3999,6.32,6.37,4.04
19547,0.9,Ideal,G,VVS1,62.9,56.0,6237,6.11,6.19,3.87
19548,0.7,Good,H,SI1,63.8,58.0,2066,5.59,5.66,3.59
19549,1.06,Ideal,D,VVS2,61.1,56.0,11209,6.58,6.59,4.02
19550,0.32,Ideal,G,VS2,62.5,56.0,561,4.38,4.42,2.75
19551,0.44,Premium,G,SI1,61.0,60.0,990,4.93,4.88,2.99
19552,1.06,Premium,G,VS1,62.8,56.0,7130,6.52,6.47,4.08
19553,0.25,Ideal,I,VS2,62.0,57.0,450,4.02,4.06,2.5
19554,0.76,Ideal,I,VS2,61.3,56.0,2793,5.87,5.91,3.61
19555,0.71,Very Good,G,SI1,63.4,56.0,2364,5.64,5.68,3.59
19556,0.56,Very Good,H,SI2,59.5,57.0,1144,5.4,5.43,3.22
19557,0.55,Very Good,G,VS2,61.6,56.0,1563,5.26,5.3,3.25
19558,0.4,Premium,D,VVS2,60.7,60.0,1263,4.74,4.78,2.89
19559,0.77,Good,G,SI2,63.9,59.0,2550,5.84,5.78,3.71
19560,0.91,Ideal,F,SI1,60.2,57.0,4108,6.29,6.34,3.8
19561,0.32,Ideal,I,SI2,61.7,55.0,371,4.39,4.42,2.72
19562,1.07,Ideal,G,VS2,61.4,57.0,7275,6.56,6.63,4.05
19563,0.36,Ideal,H,SI1,61.6,56.0,538,4.6,4.62,2.84
19564,1.59,Ideal,F,VS1,62.9,57.0,17366,7.38,7.48,4.62
19565,0.51,Ideal,F,VVS2,61.2,56.0,2093,5.17,5.19,3.17
19566,1.5,Premium,J,VS2,59.6,60.0,7503,7.38,7.31,4.38
19567,1.15,Very Good,I,SI1,62.5,60.0,4851,6.68,6.72,4.19
19568,2.0,Premium,G,SI1,59.3,60.0,14918,8.19,8.13,4.84
19569,0.57,Ideal,F,VS1,61.8,55.0,2039,5.33,5.35,3.3
19570,0.41,Premium,G,VVS2,61.4,58.0,1007,4.75,4.8,2.93
19571,0.43,Premium,G,VVS1,62.0,59.0,1207,4.8,4.82,2.98
19572,0.71,Very Good,I,SI1,60.2,58.0,2063,5.76,5.83,3.49
19573,1.12,Ideal,H,SI1,62.8,55.0,5863,6.66,6.61,4.17
19574,0.3,Very Good,H,VS2,62.7,59.0,473,4.22,4.26,2.66
19575,1.09,Ideal,E,SI1,61.8,55.0,6849,6.65,6.58,4.09
19576,0.34,Ideal,G,SI1,61.9,55.0,540,4.5,4.52,2.79
19577,2.0,Premium,H,SI1,62.6,56.0,17760,8.01,7.96,5.0
19578,0.63,Very Good,G,VVS2,63.3,59.2,2188,5.42,5.44,3.44
19579,0.42,Premium,F,SI1,61.8,58.0,773,4.81,4.84,2.98
19580,0.31,Fair,F,VVS2,56.9,59.0,757,4.45,4.48,2.54
19581,1.07,Very Good,E,IF,58.6,63.0,11475,6.7,6.79,3.95
19582,1.27,Premium,G,VS2,61.0,60.0,8705,6.97,6.93,4.24
19583,0.51,Ideal,H,IF,59.6,59.0,2063,5.2,5.24,3.11
19584,0.34,Premium,H,VVS1,61.5,60.0,995,4.49,4.45,2.75
19585,0.9,Fair,I,VVS1,63.5,57.0,4194,5.98,6.09,3.83
19586,1.22,Very Good,E,VS2,60.8,59.0,9475,6.87,6.91,4.19
19587,0.67,Good,F,VS2,58.1,62.0,2309,5.76,5.83,3.36
19588,1.01,Very Good,E,VVS2,63.1,57.0,8849,6.31,6.39,4.01
19589,0.78,Ideal,H,SI2,61.6,54.0,2332,5.94,5.88,3.64
19590,0.48,Premium,F,SI1,60.6,62.0,1110,5.06,5.0,3.05
19591,2.06,Premium,I,SI2,60.1,58.0,14982,8.32,8.26,4.98
19592,0.9,Very Good,E,VS2,63.3,59.0,4482,6.08,6.12,3.86
19593,0.44,Ideal,G,VVS1,61.3,55.0,1143,4.92,4.94,3.02
19594,0.3,Ideal,H,VVS2,61.5,56.0,776,4.35,4.33,2.67
19595,1.01,Very Good,D,SI1,62.9,59.0,5443,6.39,6.43,4.03
19596,0.31,Ideal,F,VS2,62.6,57.0,802,4.33,4.27,2.69
19597,0.52,Premium,D,SI1,61.5,55.0,1651,5.21,5.19,3.2
19598,0.53,Ideal,E,VVS2,60.5,57.0,2456,5.24,5.28,3.18
19599,1.71,Premium,G,VS2,61.3,58.0,11032,7.64,7.6,4.67
19600,0.3,Premium,F,VS2,62.8,58.0,776,4.29,4.24,2.68
19601,0.78,Ideal,D,VS2,62.9,56.0,3736,5.85,5.88,3.69
19602,2.0,Very Good,I,SI1,63.6,57.0,14057,7.9,7.99,5.05
19603,0.34,Ideal,E,VVS1,62.2,56.0,1084,4.46,4.44,2.77
19604,1.6,Premium,D,SI2,61.9,58.0,10064,7.54,7.49,4.65
19605,0.32,Premium,G,VS2,61.2,59.0,720,4.41,4.38,2.69
19606,0.31,Ideal,E,VS2,61.7,56.0,872,4.35,4.31,2.67
19607,0.52,Ideal,H,VS2,61.3,55.0,1401,5.2,5.24,3.2
19608,1.1,Premium,D,SI2,62.4,58.0,4725,6.6,6.57,4.11
19609,0.3,Ideal,F,VS2,62.5,53.3,601,4.28,4.31,2.69
19610,0.35,Ideal,G,VS1,62.5,55.0,906,4.55,4.51,2.83
19611,1.2,Very Good,H,VS2,62.5,60.0,7072,6.72,6.78,4.22
19612,0.36,Premium,E,SI1,60.9,60.0,631,4.56,4.61,2.79
19613,2.1,Very Good,I,VS2,59.4,60.0,17837,8.39,8.47,5.01
19614,0.73,Very Good,F,SI1,59.4,60.0,2703,5.84,5.87,3.48
19615,2.45,Very Good,H,SI2,63.5,58.0,11830,8.7,8.58,5.49
19616,0.5,Very Good,D,VS2,62.8,58.0,1635,5.0,5.03,3.15
19617,0.7,Good,I,VVS2,63.3,55.0,2394,5.61,5.67,3.57
19618,1.5,Very Good,F,SI1,63.4,60.0,10684,7.2,7.27,4.59
19619,0.34,Ideal,D,VS1,60.7,57.0,749,4.51,4.55,2.75
19620,0.42,Ideal,E,VS2,61.3,56.0,1024,4.85,4.81,2.96
19621,0.32,Ideal,G,VS2,61.8,57.0,720,4.4,4.37,2.71
19622,0.36,Ideal,H,SI1,62.3,57.0,505,4.54,4.58,2.84
19623,1.02,Very Good,H,SI2,62.6,57.0,4341,6.42,6.46,4.03
19624,0.5,Ideal,I,VVS2,61.8,57.0,1322,5.09,5.11,3.15
19625,0.33,Ideal,G,IF,61.0,55.0,946,4.49,4.52,2.75
19626,0.51,Ideal,J,VS2,62.5,57.0,1080,5.04,5.08,3.16
19627,0.36,Ideal,G,VS1,61.1,55.0,746,4.63,4.66,2.84
19628,1.88,Very Good,D,SI2,63.2,60.0,9791,7.84,7.79,4.94
19629,1.01,Ideal,G,SI1,61.6,57.0,5273,6.4,6.32,3.92
19630,0.3,Ideal,H,VVS2,62.2,57.0,590,4.26,4.29,2.66
19631,0.31,Ideal,H,VVS2,62.4,57.0,802,4.36,4.32,2.71
19632,2.18,Ideal,J,VS2,60.3,57.0,16427,8.41,8.45,5.08
19633,0.51,Ideal,G,VS1,60.2,56.0,1852,5.2,5.24,3.14
19634,0.73,Ideal,D,SI2,62.4,56.0,2504,5.72,5.75,3.58
19635,0.34,Ideal,D,VVS1,61.7,57.0,1133,4.49,4.52,2.78
19636,0.78,Ideal,H,VVS2,62.1,56.0,3581,5.88,5.9,3.66
19637,1.52,Fair,F,SI2,56.3,64.0,8938,7.68,7.62,4.31
19638,0.9,Premium,H,VVS2,60.3,61.0,4355,6.25,6.22,3.76
19639,1.23,Very Good,H,VS2,60.2,63.0,7177,6.95,6.91,4.17
19640,1.5,Premium,E,VS1,59.5,61.0,17143,7.46,7.43,4.43
19641,0.55,Ideal,F,SI1,62.4,55.0,1410,5.23,5.28,3.28
19642,1.51,Fair,J,SI1,63.4,60.0,6976,7.31,7.18,4.59
19643,0.34,Ideal,E,VS1,62.4,55.0,805,4.44,4.47,2.78
19644,1.01,Premium,E,VS2,59.5,60.0,5882,6.3,6.24,3.73
19645,1.31,Very Good,G,VVS2,62.2,59.0,11108,6.91,6.98,4.32
19646,0.7,Very Good,E,SI1,61.7,62.0,2569,5.64,5.68,3.49
19647,0.32,Ideal,G,VS1,62.1,55.0,828,4.41,4.38,2.73
19648,1.62,Ideal,E,VS2,61.4,57.0,16507,7.58,7.54,4.64
19649,0.53,Very Good,D,SI2,62.9,54.0,1314,5.13,5.17,3.24
19650,0.54,Ideal,G,VS1,61.8,54.0,1754,5.22,5.24,3.23
19651,0.84,Fair,G,VS1,55.6,64.0,2724,6.42,6.32,3.54
19652,1.05,Ideal,H,VS1,61.8,55.0,6833,6.54,6.57,4.05
19653,0.39,Ideal,G,SI2,60.9,56.0,716,4.78,4.74,2.9
19654,0.3,Premium,D,SI1,61.0,61.0,709,4.29,4.27,2.61
19655,0.32,Premium,E,IF,60.0,61.0,967,4.5,4.46,2.69
19656,0.52,Premium,E,VS1,61.6,58.0,1668,5.14,5.18,3.18
19657,1.15,Ideal,G,SI2,62.3,56.0,4838,6.67,6.75,4.18
19658,0.32,Ideal,D,VVS1,61.8,56.0,1140,4.41,4.39,2.72
19659,0.7,Ideal,G,SI1,61.9,58.0,2310,5.69,5.72,3.53
19660,0.3,Premium,F,VS2,60.6,60.0,776,4.39,4.36,2.65
19661,0.42,Good,D,SI2,63.2,57.0,653,4.75,4.77,3.01
19662,0.59,Very Good,F,SI1,63.4,54.0,2000,5.35,5.4,3.41
19663,0.53,Ideal,G,SI2,59.9,57.0,1132,5.25,5.3,3.16
19664,0.3,Ideal,D,VS2,62.0,56.0,911,4.35,4.33,2.69
19665,0.7,Good,G,VVS2,61.1,61.0,3046,5.67,5.69,3.47
19666,1.33,Premium,H,VS2,60.7,59.0,7982,7.08,7.13,4.31
19667,0.32,Ideal,E,VS2,62.7,55.0,702,4.36,4.38,2.74
19668,0.75,Very Good,H,VS1,59.3,59.0,2513,5.87,6.0,3.52
19669,0.78,Ideal,F,VS1,61.6,56.0,3537,5.9,5.92,3.64
19670,1.4,Ideal,J,SI1,62.7,57.0,6139,7.13,7.09,4.46
19671,0.9,Very Good,F,SI2,61.3,60.0,3468,6.18,6.22,3.8
19672,1.01,Very Good,F,VS2,59.1,59.0,6196,6.58,6.65,3.91
19673,0.41,Ideal,G,VVS2,61.0,57.0,1007,4.78,4.8,2.92
19674,0.37,Ideal,F,SI1,62.4,54.0,791,4.63,4.6,2.88
19675,0.5,Ideal,G,VVS1,62.7,57.0,1966,5.07,5.1,3.19
19676,0.7,Very Good,H,SI1,62.1,59.0,2213,5.62,5.66,3.5
19677,1.05,Premium,F,VS2,62.6,58.0,7025,6.47,6.5,4.06
19678,1.02,Ideal,H,SI2,61.0,58.0,4360,6.5,6.54,3.98
19679,0.71,Good,G,SI2,63.8,56.0,1960,5.65,5.6,3.59
19680,1.04,Very Good,F,SI2,62.8,55.0,4244,6.41,6.48,4.05
19681,0.93,Premium,G,SI2,60.8,59.0,3594,6.35,6.28,3.84
19682,0.71,Very Good,E,VVS2,61.5,61.0,3580,5.7,5.75,3.52
19683,0.32,Ideal,D,VVS1,61.8,56.0,973,4.4,4.37,2.71
19684,0.6,Very Good,E,SI1,63.2,56.0,1836,5.38,5.32,3.38
19685,0.3,Ideal,E,VVS2,61.2,61.0,731,4.3,4.33,2.64
19686,0.53,Ideal,H,SI1,61.5,54.0,1205,5.21,5.26,3.22
19687,0.7,Good,E,SI1,63.5,58.0,2569,5.62,5.65,3.58
19688,1.56,Ideal,G,VS2,62.3,53.0,13787,7.41,7.49,4.64
19689,1.74,Premium,I,VS1,62.5,57.0,13037,7.71,7.67,4.81
19690,0.7,Good,I,VS2,57.1,61.0,2010,5.9,5.93,3.38
19691,0.56,Ideal,E,VS2,62.6,57.0,1819,5.26,5.29,3.3
19692,0.71,Very Good,I,SI1,62.6,59.0,2218,5.67,5.7,3.56
19693,1.22,Premium,H,VS2,62.7,59.0,6184,6.82,6.81,4.27
19694,1.07,Premium,G,VS1,59.6,58.0,5967,6.66,6.7,3.98
19695,1.0,Good,G,SI1,63.9,58.0,4218,6.26,6.32,4.02
19696,1.02,Very Good,G,VS1,61.9,58.0,6694,6.44,6.48,4.0
19697,0.58,Fair,F,SI2,64.7,56.0,1088,5.31,5.24,3.41
19698,0.53,Premium,I,VS1,62.3,58.0,1383,5.26,5.18,3.25
19699,0.8,Very Good,F,SI2,59.7,56.0,2564,6.05,6.11,3.63
19700,0.42,Ideal,D,SI1,62.3,57.0,1040,4.8,4.77,2.98
19701,1.01,Premium,E,SI1,62.9,59.0,4853,6.38,6.3,3.99
19702,1.05,Good,I,VS2,64.3,55.0,4550,6.46,6.42,4.14
19703,1.0,Good,J,VS1,58.1,64.0,3920,6.63,6.51,3.82
19704,1.11,Premium,I,SI2,62.5,56.0,3469,6.63,6.55,4.12
19705,0.56,Very Good,E,VS2,61.7,56.0,1755,5.25,5.31,3.26
19706,0.31,Very Good,H,VVS2,62.8,57.0,625,4.3,4.33,2.71
19707,2.5,Fair,F,SI2,65.8,58.0,17405,8.38,8.31,5.49
19708,0.5,Ideal,D,SI2,61.3,54.0,1063,5.11,5.03,3.11
19709,0.41,Ideal,G,VVS2,62.2,54.0,939,4.75,4.8,2.97
19710,1.09,Premium,G,SI1,60.2,60.0,5402,6.7,6.66,4.02
19711,1.24,Very Good,E,SI1,61.7,59.0,8073,6.85,6.89,4.24
19712,0.91,Premium,F,SI2,59.8,58.0,2564,6.29,6.26,3.75
19713,0.3,Very Good,I,VS1,61.8,63.0,442,4.26,4.29,2.64
19714,0.56,Ideal,E,VS2,60.7,57.0,1915,5.34,5.31,3.23
19715,1.0,Very Good,H,VS2,61.3,63.0,5854,6.38,6.4,3.92
19716,0.4,Very Good,F,SI1,63.1,58.0,882,4.69,4.66,2.95
19717,0.4,Ideal,H,VS1,61.8,59.0,1017,4.74,4.72,2.92
19718,0.32,Premium,F,VS2,59.5,60.0,602,4.46,4.48,2.66
19719,1.01,Fair,D,VS2,59.1,68.0,5797,6.56,6.44,3.84
19720,0.3,Ideal,H,SI1,61.9,54.0,514,4.31,4.34,2.68
19721,0.33,Ideal,D,VS2,61.8,54.0,681,4.43,4.47,2.75
19722,1.02,Premium,F,SI1,62.6,58.0,4455,6.42,6.36,4.0
19723,1.11,Ideal,I,VS2,61.7,55.0,5506,6.66,6.69,4.12
19724,0.3,Very Good,G,VS2,60.6,60.0,526,4.3,4.34,2.62
19725,0.81,Very Good,I,VS2,64.0,60.0,2714,5.84,5.88,3.75
19726,0.27,Ideal,H,VS1,61.6,56.0,480,4.18,4.2,2.58
19727,1.11,Very Good,E,SI2,62.8,55.0,4914,6.6,6.62,4.15
19728,1.01,Ideal,H,SI1,61.2,57.0,5387,6.42,6.47,3.95
19729,0.35,Ideal,H,IF,60.8,56.0,1017,4.61,4.6,2.8
19730,0.3,Premium,D,SI1,58.8,57.0,662,4.44,4.4,2.6
19731,1.27,Very Good,G,VVS2,61.5,58.0,10321,6.9,6.96,4.26
19732,1.03,Premium,E,VS1,59.6,59.0,7817,6.59,6.57,3.92
19733,0.41,Premium,F,SI1,61.0,60.0,755,4.77,4.81,2.92
19734,1.09,Ideal,G,SI1,62.4,56.0,5496,6.57,6.61,4.11
19735,0.77,Ideal,F,VS1,62.1,57.0,3387,5.88,5.84,3.64
19736,1.18,Ideal,I,SI1,61.3,55.6,5412,6.79,6.84,4.18
19737,1.0,Good,F,IF,63.2,63.0,9867,6.24,6.26,3.95
19738,0.42,Ideal,J,VS1,62.3,53.0,636,4.83,4.86,3.02
19739,0.72,Ideal,F,VS1,61.3,56.0,3759,5.74,5.78,3.54
19740,1.52,Very Good,F,VVS2,63.7,57.0,16786,7.28,7.31,4.65
19741,1.24,Premium,H,VS2,61.7,59.0,6962,6.91,6.84,4.24
19742,0.41,Ideal,G,VVS1,62.0,56.0,1151,4.78,4.8,2.97
19743,0.77,Very Good,J,VVS1,62.8,58.0,2532,5.78,5.84,3.65
19744,1.26,Ideal,G,VS1,62.3,57.0,6604,6.93,6.87,4.3
19745,0.78,Very Good,E,SI1,60.9,57.0,3055,5.93,5.97,3.62
19746,0.56,Premium,G,VS1,61.0,60.0,1999,5.39,5.32,3.27
19747,0.32,Ideal,D,VS2,62.1,53.0,671,4.42,4.44,2.75
19748,0.36,Ideal,H,IF,61.9,57.0,947,4.55,4.6,2.83
19749,1.58,Ideal,F,VS2,60.0,57.0,13917,7.52,7.58,4.53
19750,0.51,Ideal,G,VVS2,62.9,57.0,1974,5.12,5.09,3.21
19751,0.23,Ideal,F,VVS2,60.3,57.0,530,3.99,4.03,2.42
19752,0.52,Very Good,E,VS1,58.9,64.0,2092,5.23,5.3,3.1
19753,1.59,Ideal,E,SI2,62.3,55.0,11149,7.48,7.52,4.67
19754,0.9,Premium,H,VS1,62.7,60.0,4234,6.12,6.07,3.82
19755,1.41,Good,G,SI1,63.7,57.0,7738,7.13,7.03,4.51
19756,1.04,Very Good,I,SI1,62.0,57.0,4290,6.47,6.5,4.02
19757,0.91,Premium,G,SI1,62.8,58.0,3975,6.18,6.15,3.87
19758,0.79,Very Good,D,SI2,59.7,58.0,2878,6.0,6.07,3.6
19759,1.2,Very Good,G,SI1,62.9,57.0,5918,6.73,6.79,4.25
19760,0.31,Ideal,I,VVS1,62.3,54.0,557,4.37,4.4,2.73
19761,0.31,Ideal,I,VS1,61.2,55.0,507,4.37,4.39,2.68
19762,1.56,Premium,G,VS1,60.9,58.0,14268,7.53,7.49,4.57
19763,2.09,Ideal,J,VS1,61.2,59.0,15172,8.31,8.22,5.06
19764,1.0,Ideal,E,SI1,61.9,56.0,5458,6.37,6.45,3.97
19765,1.52,Premium,H,SI1,61.0,58.0,9527,7.39,7.44,4.52
19766,0.7,Fair,E,SI1,65.2,58.0,2318,5.57,5.54,3.62
19767,0.51,Ideal,G,VS1,62.5,57.0,1656,5.07,5.14,3.19
19768,0.71,Ideal,E,SI1,61.7,56.0,2494,5.74,5.77,3.55
19769,1.1,Premium,E,SI2,59.1,60.0,4967,6.77,6.7,3.98
19770,1.02,Premium,F,SI2,61.1,59.0,4459,6.41,6.45,3.93
19771,0.34,Ideal,D,SI1,60.6,56.0,626,4.51,4.54,2.74
19772,0.42,Very Good,G,VS1,60.6,58.0,921,4.82,4.95,2.96
19773,0.32,Premium,G,VS2,61.9,58.0,720,4.43,4.36,2.72
19774,0.62,Ideal,E,VVS2,62.0,56.0,2904,5.48,5.52,3.41
19775,0.52,Premium,F,SI1,62.0,59.0,1112,5.18,5.15,3.2
19776,2.08,Ideal,H,SI1,61.7,58.0,17469,8.13,8.21,5.04
19777,1.2,Good,D,I1,63.6,60.0,4346,6.72,6.67,4.26
19778,0.51,Ideal,J,VS1,61.6,54.0,988,5.14,5.18,3.18
19779,0.71,Premium,D,SI1,60.6,58.0,2913,5.77,5.79,3.5
19780,0.31,Premium,H,VS1,61.8,61.0,698,4.36,4.32,2.68
19781,1.11,Ideal,H,SI2,61.5,55.0,4883,6.65,6.69,4.1
19782,1.0,Premium,F,VS2,62.2,57.0,6296,6.43,6.4,3.99
19783,0.32,Premium,J,VS2,61.9,58.0,393,4.35,4.38,2.7
19784,0.5,Ideal,D,VS2,61.9,59.0,1712,5.07,5.1,3.15
19785,1.08,Premium,G,VS1,62.9,55.0,6982,6.6,6.53,4.13
19786,0.39,Premium,F,VS1,61.7,58.0,956,4.71,4.69,2.9
19787,0.39,Ideal,G,VVS1,62.1,54.7,1008,4.64,4.72,2.91
19788,1.01,Premium,G,VS2,61.2,59.0,5131,6.43,6.37,3.92
19789,0.7,Ideal,E,VS2,62.1,55.0,2952,5.71,5.75,3.56
19790,0.76,Ideal,J,SI1,62.9,54.0,1896,5.82,5.85,3.67
19791,0.38,Very Good,H,VVS1,60.0,57.0,975,4.75,4.79,2.86
19792,0.92,Premium,D,SI2,60.2,61.0,3004,6.32,6.27,3.79
19793,1.31,Ideal,I,VS1,62.2,57.0,7751,7.0,7.03,4.36
19794,1.28,Ideal,G,VS1,62.1,57.0,10126,6.91,6.94,4.3
19795,0.32,Very Good,E,SI1,62.2,57.0,561,4.38,4.43,2.74
19796,0.53,Ideal,J,VS1,61.4,55.2,1218,5.2,5.22,3.2
19797,1.0,Very Good,G,VS1,62.4,57.0,6642,6.38,6.41,3.99
19798,1.14,Premium,F,SI1,60.4,58.0,6320,6.82,6.79,4.11
19799,0.31,Ideal,E,VS1,61.7,53.0,800,4.36,4.39,2.7
19800,0.33,Premium,I,VS1,61.6,60.0,521,4.42,4.45,2.73
19801,0.63,Premium,F,SI1,59.1,57.0,1736,5.64,5.6,3.32
19802,0.41,Ideal,H,SI2,60.8,57.0,787,4.84,4.8,2.93
19803,0.31,Ideal,G,VVS2,62.1,54.0,677,4.37,4.39,2.72
19804,1.57,Ideal,H,VS2,61.5,54.0,12809,7.47,7.5,4.61
19805,0.71,Ideal,G,VVS1,61.1,57.0,3955,5.76,5.8,3.53
19806,1.01,Premium,G,VS2,62.4,58.0,6108,6.41,6.38,3.99
19807,0.53,Ideal,F,VVS1,61.4,57.0,2860,5.23,5.2,3.2
19808,0.71,Ideal,E,VS2,62.0,55.0,3247,5.7,5.75,3.55
19809,0.56,Ideal,D,VVS1,61.9,56.0,3465,5.28,5.32,3.28
19810,1.51,Very Good,D,VS2,63.1,62.0,14205,7.24,7.22,4.56
19811,0.9,Very Good,G,SI1,63.8,53.0,3615,6.1,6.16,3.91
19812,0.31,Ideal,F,VS2,61.3,55.0,591,4.35,4.39,2.68
19813,0.9,Very Good,H,VS2,61.6,63.0,3878,6.1,6.14,3.77
19814,0.5,Premium,G,SI2,58.6,61.0,1078,5.21,5.16,3.04
19815,1.02,Very Good,F,VVS2,63.7,59.0,9728,6.34,6.38,4.05
19816,0.4,Ideal,F,VVS1,61.5,56.0,1128,4.73,4.77,2.92
19817,0.9,Very Good,D,SI1,62.5,63.0,3997,6.14,6.11,3.83
19818,0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56
19819,0.32,Very Good,H,VS2,62.3,57.0,505,4.37,4.39,2.73
19820,1.0,Very Good,G,VS2,63.0,58.0,5940,6.33,6.4,4.01
19821,0.33,Ideal,G,SI2,62.9,55.0,557,4.46,4.41,2.79
19822,1.51,Premium,F,VS2,63.0,56.0,13248,7.3,7.26,4.59
19823,1.01,Premium,G,VVS2,60.9,59.0,6968,6.59,6.54,4.0
19824,0.51,Premium,F,SI1,60.5,59.0,1421,5.18,5.13,3.12
19825,0.91,Good,G,VS1,63.6,60.0,4284,6.03,6.11,3.86
19826,0.91,Ideal,E,SI2,61.8,53.0,3723,6.22,6.3,3.87
19827,1.56,Ideal,H,SI1,62.1,56.0,10739,7.44,7.46,4.63
19828,0.58,Premium,E,SI1,61.6,59.0,1794,5.38,5.33,3.3
19829,0.71,Very Good,H,VVS1,62.7,59.0,2938,5.65,5.67,3.55
19830,0.71,Ideal,H,VS1,61.2,56.0,2909,5.76,5.81,3.54
19831,0.59,Ideal,E,VS2,62.2,58.0,1838,5.35,5.39,3.34
19832,0.78,Ideal,I,VS2,60.9,57.0,2400,5.92,5.97,3.62
19833,0.52,Very Good,G,VVS2,63.2,57.0,1833,5.08,5.11,3.22
19834,0.43,Ideal,G,VS1,61.1,56.0,943,4.86,4.9,2.98
19835,1.55,Premium,I,SI2,58.5,60.0,7972,7.64,7.58,4.45
19836,1.23,Very Good,D,SI2,62.3,58.0,6710,6.78,6.81,4.23
19837,0.4,Premium,J,VS2,62.5,60.0,765,4.71,4.67,2.93
19838,1.22,Very Good,G,SI2,63.2,58.0,6409,6.82,6.76,4.29
19839,1.0,Good,H,SI2,57.9,62.0,4592,6.53,6.49,3.77
19840,0.31,Premium,H,VVS2,61.2,59.0,625,4.34,4.38,2.67
19841,0.25,Very Good,E,VS2,63.3,56.0,436,4.01,4.05,2.55
19842,0.9,Good,G,VS1,63.6,58.0,4540,6.09,6.12,3.88
19843,0.7,Ideal,E,VS1,62.6,55.0,3167,5.66,5.69,3.55
19844,0.44,Premium,F,VVS2,61.6,58.0,1253,4.89,4.85,3.0
19845,0.3,Ideal,I,VS2,61.4,58.0,438,4.29,4.31,2.64
19846,1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13
19847,1.52,Ideal,G,VS1,61.1,56.0,14787,7.39,7.43,4.53
19848,0.76,Very Good,G,VVS2,62.3,57.0,3549,5.79,5.84,3.62
19849,0.31,Ideal,F,VS2,61.9,55.0,625,4.37,4.39,2.71
19850,0.41,Very Good,F,VS1,58.6,61.0,1007,4.83,4.87,2.84
19851,1.23,Good,I,VS1,63.6,59.0,5834,6.76,6.85,4.33
19852,1.08,Premium,H,SI1,62.6,58.0,5171,6.56,6.53,4.1
19853,0.74,Very Good,F,SI2,63.1,58.0,1909,5.76,5.72,3.62
19854,1.06,Ideal,G,VVS1,61.6,57.0,8488,6.53,6.55,4.03
19855,0.56,Ideal,F,VS1,62.1,56.0,2097,5.32,5.28,3.29
19856,1.19,Very Good,J,SI1,60.0,57.0,5390,6.93,6.89,4.15
19857,2.5,Ideal,J,SI2,63.8,53.0,15246,8.56,8.5,5.45
19858,0.3,Very Good,G,VS2,63.1,58.0,630,4.27,4.23,2.68
19859,1.2,Good,I,SI2,64.1,57.0,4476,6.7,6.62,4.27
19860,1.27,Ideal,J,VS2,62.9,54.0,5925,6.87,6.9,4.33
19861,1.02,Premium,J,SI1,61.2,57.0,3496,6.58,6.43,3.98
19862,0.31,Very Good,H,VS2,63.1,57.0,628,4.32,4.27,2.71
19863,0.96,Good,H,SI2,61.6,59.0,3975,6.24,6.29,3.86
19864,0.61,Ideal,G,VVS1,62.7,58.0,2544,5.39,5.43,3.39
19865,0.31,Good,E,SI1,63.4,55.0,544,4.31,4.33,2.74
19866,0.36,Ideal,D,VS2,61.5,57.0,852,4.56,4.58,2.81
19867,0.35,Ideal,D,SI2,62.2,56.0,669,4.55,4.52,2.82
19868,2.03,Very Good,I,SI1,62.3,60.0,16392,8.01,8.07,5.01
19869,0.34,Ideal,E,IF,61.7,56.0,1163,4.46,4.48,2.76
19870,0.5,Premium,D,SI1,62.2,59.0,1654,5.13,5.1,3.18
19871,1.21,Ideal,I,SI1,62.4,55.0,5218,6.81,6.78,4.24
19872,0.53,Ideal,H,SI2,61.9,54.0,1020,5.21,5.23,3.23
19873,0.72,Ideal,G,SI2,62.1,55.3,2089,5.72,5.74,3.56
19874,0.4,Good,E,SI1,63.7,57.0,687,4.66,4.69,2.98
19875,2.2,Ideal,I,SI2,62.2,56.0,13512,8.33,8.29,5.17
19876,0.26,Very Good,E,VVS2,62.6,58.0,597,4.07,4.11,2.56
19877,0.61,Ideal,D,VVS2,61.7,56.0,3758,5.47,5.42,3.36
19878,1.01,Premium,D,SI2,61.0,62.0,4939,6.43,6.39,3.91
19879,1.01,Premium,G,SI1,62.6,60.0,4338,6.39,6.35,3.99
19880,1.5,Very Good,D,SI1,61.0,59.0,12179,7.33,7.39,4.49
19881,0.5,Good,F,VS2,61.3,61.0,1447,5.05,5.1,3.11
19882,1.01,Very Good,D,VS2,62.8,57.0,7278,6.33,6.4,4.0
